training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
7.735491,-7.735491,0.09599561,1.0,0.0590128,-0.059259556,1.8518782,7.7423277,-7.7423277,0.097704776,1.0,0.042494808673858644,212.47405409812927,5000
7.7102966,-7.7102966,0.089697145,1.0,0.12988314,-0.13127556,2.8422856,7.718006,-7.718006,0.0916246,1.0,0.0011158712863922119,218.0534152984619,10000
7.666603,-7.666603,0.078773774,1.0,0.07759855,-0.06620239,1.7120931,7.6801524,-7.6801524,0.082161024,1.0,0.0011179781436920166,223.64331150054932,15000
7.6396427,-7.6396427,0.0720336,1.0,0.04752325,-0.046667323,1.2468857,7.6819315,-7.6819315,0.08260591,1.0,0.00114906063079834,229.3886194229126,20000
7.6428742,-7.6428742,0.07284148,1.0,0.06630952,-0.064827,1.5410446,7.653747,-7.653747,0.075559676,1.0,0.001123680543899536,235.00702691078186,25000
7.645892,-7.645892,0.07359598,1.0,0.054545972,-0.08096375,1.4126302,7.666672,-7.666672,0.07879113,1.0,0.001117468500137329,240.5943739414215,30000
7.6226745,-7.6226745,0.067791596,1.0,0.114782535,-0.07844245,1.9010596,7.642109,-7.642109,0.072650224,1.0,0.0011122397422790528,246.1555769443512,35000
7.6245756,-7.6245756,0.06826681,1.0,0.060361285,-0.06293562,1.2703866,7.6377573,-7.6377573,0.07156232,1.0,0.0011194340229034425,251.75275206565857,40000
7.6419764,-7.6419764,0.072616965,1.0,0.05809207,-0.054634575,1.3600057,7.6387434,-7.6387434,0.07180879,1.0,0.0011210859775543213,257.35818672180176,45000
7.6069098,-7.6069098,0.06385038,1.0,0.048620887,-0.06426516,1.2380657,7.630823,-7.630823,0.06982872,1.0,0.0011142204761505126,262.92929339408875,50000
7.611122,-7.611122,0.0649035,1.0,0.055875953,-0.049809687,1.2184664,7.6562376,-7.6562376,0.0761824,1.0,0.0011170479774475098,268.5145378112793,55000
7.609891,-7.609891,0.06459572,1.0,0.10433333,-0.06310222,1.4367661,7.649291,-7.649291,0.074445754,1.0,0.0011287896633148194,274.1584916114807,60000
7.612261,-7.612261,0.065188155,1.0,0.051987324,-0.06824811,1.2940145,7.646016,-7.646016,0.07362704,1.0,0.001137010383605957,279.8435480594635,65000
7.592449,-7.592449,0.060235318,1.0,0.066304974,-0.06034945,1.2758635,7.636717,-7.636717,0.07130211,1.0,0.001123323345184326,285.4601697921753,70000
7.6028824,-7.6028824,0.06284366,1.0,0.13787621,-0.12163071,1.822711,7.626771,-7.626771,0.068815805,1.0,0.001119699478149414,291.0586714744568,75000
7.5909,-7.5909,0.05984798,1.0,0.06534617,-0.049487807,1.1322192,7.619376,-7.619376,0.06696702,1.0,0.0011278783321380615,296.69806814193726,80000
7.6011543,-7.6011543,0.0624116,1.0,0.11412033,-0.09457896,1.5610954,7.6389303,-7.6389303,0.07185557,1.0,0.001133043384552002,302.3632900714874,85000
7.607035,-7.607035,0.0638818,1.0,0.07460702,-0.13770226,1.5957613,7.6195107,-7.6195107,0.06700059,1.0,0.0011131452560424805,307.92902135849,90000
